Ticker,BHARTIARTL.NS,BHARTIARTL.NS,BHARTIARTL.NS,BHARTIARTL.NS,BHARTIARTL.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,M&M.NS,M&M.NS,M&M.NS,M&M.NS,M&M.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS
2020-01-21,487.5168515448389,492.29641074708485,482.1636976864349,489.189697265625,65202963,591.9848038717975,591.9848038717975,586.4911964540704,589.3090209960938,14984804,535.755833754275,536.6107864676709,522.5518990571813,525.11669921875,3101684,680.6768744071713,688.3581898620575,677.7378970312928,683.0369262695312,18922720,660.3039963649677,662.0654839187372,653.687627373367,655.1913452148438,4448374,1861.259141124192,1875.0395522916365,1854.3914381329882,1857.3282470703125,750000
2020-01-22,492.0574594183589,500.66072588789274,484.3623449103197,491.8184814453125,20285793,591.0613565639217,594.3527690930574,584.5968706605863,587.6514892578125,18368310,525.7816179432783,528.6313828101796,521.5069706429265,525.8765869140625,1862669,687.5342053429914,688.7587591054272,681.789896053663,682.7918090820312,10322817,660.3039604629397,668.5099526054332,658.1987451102337,661.8076782226562,9733935,1864.1959662594008,1864.647783022915,1831.8458418690566,1853.98486328125,983169
2020-01-23,492.2964441256539,502.8115048034651,489.7632656887375,500.5650939941406,15772863,587.248887040562,590.4929519914465,582.9865967313965,589.5457763671875,11508920,525.7816337726858,538.9855679116308,522.0294316559109,538.130615234375,2113303,684.1946393801801,686.621513138243,677.1590121473655,679.8975830078125,11247739,667.7366204578454,674.95448700041,667.3929449935188,673.96630859375,12528017,1854.029969631084,1862.2531224427116,1838.894109028515,1858.68359375,708017
2020-01-24,497.5539726306099,504.1019867939133,491.48391440390105,501.138671875,23824625,590.0904267767455,593.8791293563715,586.8226592396154,589.4037475585938,11831756,537.7506601765443,543.3552214917712,535.850816744755,539.3180541992188,2284717,679.9642896946181,684.1278207028573,676.201571520967,677.5374755859375,14628445,666.5765599969933,675.8136828071354,664.7291144567608,672.5914306640625,7540490,1858.7741107562804,1878.6540477697165,1852.4939020497652,1873.86474609375,914993
2020-01-27,498.17530563986867,500.9952516557467,489.333090948751,491.722900390625,11856786,584.8810010611223,584.8810010611223,573.8700834298097,574.5567626953125,18888552,536.7056550767414,553.3292815614193,534.8058120499211,549.339599609375,3654906,674.5762817936037,678.8288097703885,670.1678160991427,670.8580322265625,13387750,669.4122617899837,674.3530493717882,665.4166998215759,668.595947265625,3741610,1866.90676347727,1869.3917555390137,1858.5481538150411,1862.7049560546875,429312
2020-01-28,491.675086995125,491.72290636609046,464.670486649221,469.59344482421875,31674769,577.2088015490133,581.4710915111248,574.5803662813082,579.2925415039062,13412158,552.1420154821404,560.2163503322018,540.0305132070483,543.8302001953125,3689004,671.7708873528463,672.3943409712025,651.7326826089246,655.36181640625,24532236,671.087811859837,671.7752152625233,663.3544055772012,668.510009765625,5121009,1863.2922202957318,1866.0031207132329,1845.8520501537466,1862.0272216796875,777052
2020-01-29,471.36190952966496,479.2960022448026,466.7257188838404,468.6375427246094,20037283,580.2871308654205,588.1960236793792,578.8426650097595,585.283447265625,13788350,548.5797193090619,551.6194799987915,543.4976619839642,548.8171997070312,1934080,656.385937187332,665.4476838598071,651.9330029814765,658.9686889648438,24746565,675.8996553584789,681.2271232506934,673.8803981274411,678.5634155273438,6832757,1863.337348380309,1884.798642226781,1863.337348380309,1874.31640625,873433
2020-01-30,470.3103790696423,471.17071166855465,458.9349858393154,468.2073669433594,15337903,586.7516319136959,586.7516319136959,576.4510963819321,580.6423950195312,12111984,549.0546914147925,558.1264312083625,535.6132774214103,539.4129638671875,2901951,658.5901746274501,658.9018717010598,641.2237192109507,642.8935546875,22402689,678.5633613449273,678.5633613449273,668.5099239785133,670.8299560546875,3859680,1874.9491778024424,1877.750530072558,1851.9517479163455,1859.768310546875,952768
2020-01-31,471.4574959935896,477.3841856538995,465.53083605321297,474.5642395019531,18356252,583.1997343998446,586.2070634943107,577.8955736075096,580.7608032226562,11178268,542.2152872801274,548.1048133345587,536.9907180022417,538.7481079101562,2352196,647.0125063572486,647.1238564671794,626.6180767993984,628.599609375,34750310,670.7011441328964,674.4819415896598,663.0106905794573,666.74853515625,6092028,1865.0996509002089,1868.940093495328,1825.3850004216501,1838.216552734375,1930834
2020-02-03,474.18184084045123,490.719170042883,474.18184084045123,487.5646667480469,15212799,566.8846145462204,567.3344998460584,557.744346592457,564.8955688476562,13077010,517.7072543345939,537.418126862012,508.3980345679694,530.72119140625,3818209,610.0085691432375,623.3896651574961,606.9583015760081,616.9551391601562,30712290,671.9470147414929,679.6374674069847,656.9098373016258,659.4017333984375,6416745,1874.949174542717,1983.972695293676,1874.949174542717,1968.9722900390625,4012542
2020-02-04,491.34055568536417,499.5614162951782,481.2556608272825,496.0245361328125,14646591,567.3581594243379,584.4073194738172,567.3581594243379,582.4182739257812,20897704,533.8560302499067,549.8147042559585,530.8162690157484,548.0098876953125,2793702,623.4118752792756,637.8839401729988,622.4322559797637,635.1676635742188,25383901,661.7217595518065,678.7352948915391,661.7217595518065,676.9737548828125,5771311,1967.2102282186954,1991.7890165293807,1933.775787040886,1947.87255859375,1932121
2020-02-05,495.16422769825334,513.8046008122154,493.0612153594384,509.8375244140625,30647706,584.8335688880729,591.0375573266558,581.234313274247,589.4510498046875,18020682,551.1919539032316,560.3111771701617,548.4847008023451,555.0866088867188,3320830,638.9526598272524,646.9234370233874,636.9043647870463,645.0086669921875,18472100,671.0877950146051,675.3841317304477,665.4166515278996,674.13818359375,6310409,1958.535172359367,1973.535576802132,1946.3361200302327,1952.1195068359375,1514368
2020-02-06,511.4625849464129,528.4300517777565,510.5544626499845,522.694580078125,17180298,589.4510640616896,591.3690599560683,585.9228002816666,587.1541748046875,11827550,555.7041425210554,559.6463403987614,547.202332505566,551.0970458984375,2207104,647.5024215657478,653.2466727335321,641.268301219584,649.1499633789062,15538577,673.966188621761,676.0714036923882,661.6357256224542,662.7957153320312,7341622,1957.2703074084297,1984.6052228281458,1928.3992590465368,1948.5953369140625,1302116
2020-02-07,524.7019524414599,524.7975911827259,514.5214491651474,515.6685791015625,8967847,590.0904283388669,590.5640161625739,583.270752115284,588.290771484375,6815448,550.0046506195642,552.379454810495,533.1910253520509,540.6004028320312,4083215,646.121961162775,646.7231209827357,636.0137726868787,638.3961181640625,12209212,666.7483964849213,669.2402399056735,662.4950133420671,667.9083862304688,2853344,1956.3664938050706,1962.6919281961264,1935.2215585147135,1951.8031005859375,908152
2020-02-10,516.3854669162157,519.6834282288445,512.4662401641882,514.9515991210938,8570467,588.6458915087595,588.6458915087595,580.6423045001527,587.3909301757812,9219834,538.4156189018001,538.6056148413837,499.7063088404485,501.93865966796875,9648880,635.8802065407942,643.6728717218461,628.0653070065835,639.2644653320312,15142476,665.0728403110519,668.5099092532279,661.4209545599899,664.3854370117188,3827682,1951.9390154513578,1978.550980682919,1944.3483608904194,1951.216064453125,1389847
2020-02-11,515.7163831186253,520.6393711164684,509.26394793615356,510.74560546875,6622800,588.8116806131641,594.3526342382339,586.3253448922471,587.532958984375,11613520,506.4982332544982,510.7728806615959,496.52405597127023,497.8064270019531,5404802,644.5188387872203,652.8903691202153,643.4723974955958,646.9011840820312,13999816,669.3693585284275,669.4552642971405,660.9485478191002,664.6863403320312,4312817,1959.981284762807,1969.60489438858,1940.7338448975886,1945.206787109375,777506
2020-02-12,512.3707403644873,518.44079947095,511.4148283527549,515.81201171875,5160923,589.7115126471815,593.3581734383829,589.1669329193304,591.5111694335938,6297930,500.27625032567653,507.5431160180989,497.66396583954884,504.40838623046875,3426829,648.4152429768247,656.742245701073,647.9031394730254,654.7161254882812,13533565,666.6196444491172,673.0211971260142,666.0181467745829,671.1307983398438,2948825,1949.2275675307276,2053.05495013498,1947.3298492697545,2042.5277099609375,4753325
2020-02-13,515.9075987188825,518.8231838939925,508.3080921683909,516.1466064453125,5729055,596.673362809147,596.673362809147,584.2179788324539,587.9119873046875,9112140,503.8859250533347,511.0578215481106,501.8435704188997,506.8781433105469,3392352,658.0335539553153,658.0335539553153,651.2873305313852,656.4304809570312,13565659,674.5248891698634,682.2582955425115,672.1189510096988,680.7545776367188,4387430,2038.5969780619848,2068.3716548732764,2017.858635373308,2063.3564453125,2950407
2020-02-14,520.8783475265493,542.5298547409566,510.6978434164507,540.09228515625,37517890,588.7642950823292,591.2269861835692,575.4091430350544,577.46923828125,14688858,508.4455299304503,510.06040822562494,494.57669793836504,496.8089904785156,3507540,657.8108654922579,668.5869752575289,647.0569900773629,662.419677734375,21227841,682.6877812966305,686.7263475718795,674.1810151518617,675.7706909179688,5321680,2053.9587006593815,2076.1881703549934,2029.7865074158099,2037.738525390625,1728651
2020-02-17,540.0443708015861,543.6290699834749,531.9669096699881,539.9487915039062,23354434,580.1450820402947,583.9337846168844,575.1487073930117,576.4274291992188,10152690,497.85393481146116,499.0888793920356,490.1595923096754,496.5715637207031,2652464,663.0430895240688,670.6798756802237,656.4972728187931,658.2561645507812,13149130,679.0789890956455,681.7857022776892,673.0641175315645,678.3486328125,2929629,2031.3683436566903,2068.417321454699,2027.0308582307741,2035.525146484375,1420851
2020-02-18,538.5149445860964,543.7724600006919,513.6133268230427,524.0806274414062,21865560,576.3089902877083,577.06671918566,569.9629023717208,574.5803833007812,10529116,494.43422336323533,498.61390185304566,488.35470155598705,496.9990234375,2868873,657.2097556655767,657.2097556655767,648.97180932506,653.4247436523438,11127161,674.5247797446999,686.597473912175,673.3647899551901,685.39453125,5083346,2035.524919546509,2044.877393945596,2007.9640976719277,2019.07861328125,1194605
2020-02-19,524.8931916861811,529.1947953817986,514.9994259144347,519.4444580078125,22088140,578.9611110497709,582.513019706518,574.8882673522369,581.1869506835938,10012268,501.701150756193,503.1260332542468,495.66911339392817,500.0387878417969,1952880,658.7459628812005,670.8134485862718,656.8534867255756,669.6334228515625,14084409,687.4138563260885,691.5812818518593,684.1056981207253,687.800537109375,3985192,2033.3562864067158,2085.767035304906,2025.2688097942985,2071.263671875,1299800
2020-02-20,519.7312408428498,527.6653334357114,514.8560425721303,521.5474853515625,16010058,582.5130422467998,582.5130422467998,574.9829840409186,576.4037475585938,11123414,499.563809311038,506.30822970477755,496.8090133876147,498.56634521484375,2077458,666.6055688221669,671.5037852458589,660.7276734436488,661.68505859375,16892268,690.2066033912572,692.6554947313356,682.1294681000963,684.836181640625,4564569,2062.2724309207915,2069.275590889939,2026.3982233306026,2031.5941162109375,1555224
2020-02-24,518.1061630911014,518.1539527431494,503.8630041449425,506.5395812988281,9834434,572.5439902897593,575.2908228585611,568.3054022887617,573.017578125,16568084,495.8590850268944,495.8590850268944,485.5049451795582,487.4997863769531,1911411,654.4711351131652,657.6995152268572,641.0232768478887,643.4278564453125,21370214,687.4997866327781,697.3813611703688,680.6686531479877,683.847900390625,6627536,2021.2472674893368,2044.018785432437,1997.1202994232708,2001.6834716796875,1409245
2020-02-25,509.5029449850639,514.2347148359951,507.5432720933805,511.6537170410156,9804202,570.1997004329769,572.5676393882633,567.3581736866331,568.4474487304688,13886680,489.73207541382084,493.4842773765065,480.7553335750509,483.4626159667969,2105613,646.3001152119884,646.3001152119884,627.864922735704,630.71484375,27745062,686.5545408427163,692.5694116636162,683.461199684458,686.0390014648438,6996695,2024.0483045811302,2060.0129569606943,2011.2619805945594,2018.3555908203125,2237493
2020-02-26,509.21619333670657,515.6208393080185,497.36284310019516,512.3229370117188,18965240,567.1214775704135,570.5312871295188,561.5094728410021,567.9502563476562,13814786,482.27522062596535,486.78734834488137,474.9608125174733,477.8105773925781,3058370,627.8648537048206,628.9112950285784,617.7789594939649,619.8495483398438,29362748,682.2152342204753,688.6597385066209,670.6580793782189,672.5914306640625,8760569,2023.0551021910221,2038.3264229509755,1990.1176990801575,2020.70556640625,2896154
2020-02-27,511.1279888303154,512.2272697212096,503.7674312829373,508.21246337890625,11381143,565.9374182644348,569.489326747266,559.3071890964833,568.0448608398438,20655098,478.7605551861702,478.7605551861702,463.13433102534174,468.786376953125,6039260,618.0683364567957,620.6510881290094,609.6077499205786,617.2891235351562,25054993,668.5100145994749,670.8729998695887,663.5262743370657,668.381103515625,5223386,2025.9009585704584,2041.9404522245559,1987.993579662797,2037.648193359375,2446802
2020-02-28,501.76001096042006,505.1057026112645,490.8625736897643,500.4217224121094,16934165,556.7025386820304,561.2016234268023,554.1451526333246,557.7207641601562,24313056,460.7120040617993,460.7120040617993,430.8844698028764,434.16168212890625,8613275,603.3290411767952,604.2641917083236,590.0147686027638,591.6400756835938,39315769,644.4504721445045,650.2934792695119,620.4339407268166,628.7258911132812,14123957,1979.9513752951075,2014.5603605467008,1947.3301189320432,1965.1768798828125,3837330
2020-03-02,510.45887231814896,512.3706961767349,489.28532203653776,495.498779296875,10096159,568.4000622917009,568.8500053945262,552.2744321654279,558.6441650390625,14664898,430.83693243398545,448.7904739633462,422.09767105990704,435.34906005859375,9225488,603.4180718668848,609.6076623505729,579.3722196997619,586.0739135742188,29500495,633.2799877575525,658.1128332217729,630.4873690869798,636.760009765625,9821523,1978.9577373117136,2025.9014623457535,1935.4478643464315,1951.3516845703125,1707337
2020-03-03,500.89968333245474,509.8374775203562,491.4839331896901,497.84075927734375,10563605,556.4657973314758,561.367420664914,553.150681943118,559.6862182617188,22369550,438.86383367543567,447.4131291366454,432.4518620795283,442.9010009765625,4582866,592.1077777316948,602.8838887991839,588.6789907987993,597.96337890625,27398798,648.7466957674447,652.1837643542922,636.9317725001569,641.87255859375,7826587,1962.601252987136,1978.5957403301954,1935.3115689892168,1957.857177734375,1753148
2020-03-04,501.85557139933013,509.31170771690563,485.0314750355558,493.9692687988281,18066379,558.0522632691465,558.8336948283562,536.6224118361099,544.0814208984375,34288870,442.71097798586527,453.1126317571458,434.5891593897153,450.88031005859375,5912943,602.0377485234621,602.8392551960833,582.4002405429284,596.5606079101562,22105261,647.8016904496086,654.332101475623,640.6267764513437,651.9691162109375,11013444,1969.0175000072934,1974.4845270924136,1944.619394224734,1966.171142578125,1515878
2020-03-05,499.7526477838707,507.30436428706764,493.8737475198076,503.671875,14344961,546.0466901593843,551.7297433093519,541.192415593787,545.2652587890625,19549708,449.02796476839876,458.337185119137,445.5132431520731,455.29742431640625,4081050,602.1269715894884,604.687430011387,581.554366792972,583.84765625,30510390,656.2654546302358,664.686264377304,645.9542461777803,648.4031372070312,7755293,1974.4393692498168,2040.9918940685372,1971.5930117226808,2004.25927734375,2272645
2020-03-06,494.9252306539245,500.56512311100266,488.9029615245266,496.2635192871094,9503868,532.786261814301,540.316319210145,521.4201548955959,537.4747924804688,23053566,435.87160343778436,450.02543180105283,433.6392815138377,447.41314697265625,4502562,565.5236515774449,573.6057788366949,552.654658716733,565.9689331054688,33734039,636.7170538393751,639.2948556767816,626.4917522394582,634.95556640625,9216022,1974.4389307668507,2033.1751003319973,1951.1703712852734,1977.9630126953125,2479414
2020-03-09,487.51686393757717,489.42868766707437,469.4022389968119,474.3730163574219,15664232,525.6824725647729,529.6606217571953,504.3710209743091,524.40380859375,34420590,430.83695596248435,442.37852728717377,418.9154507621422,440.00372314453125,4540694,552.187127563448,552.610174773984,487.59722352706973,496.1246032714844,88187018,622.5390879288327,623.6990776734783,598.9092398708025,605.310791015625,10308654,1933.7758145769503,1960.5234561455354,1908.4740749469715,1917.05859375,2485118
2020-03-11,465.5308117825675,486.0829767513228,465.5308117825675,472.0310363769531,21401999,523.3145209195276,530.4183379455845,517.1578794969449,527.4821166992188,35538240,439.67126888634493,446.13072491296447,427.17980420864563,428.9846496582031,5104905,493.385961606044,524.7569350107589,493.385961606044,513.6691284179688,59578576,593.4530115851985,598.0071180152542,574.8928055039582,589.4573974609375,16165009,1866.9068183775014,1960.3876601991824,1866.9068183775014,1947.3302001953125,2861629
2020-03-12,457.4055406706074,460.273276386184,438.95635768458754,444.452880859375,14471096,509.10690349877325,511.4748425848141,475.2217009586306,483.67523193359375,59000770,406.47145427305816,414.1183406864389,379.6361685824681,402.1493225097656,9408350,483.14423842846696,490.26892105164063,466.98004375854214,473.3477478027344,55970485,573.9906608090195,575.7091957216213,539.1903288288319,542.36962890625,13965574,1899.799050852889,1918.4139898714798,1835.8670887228786,1857.8253173828125,3655780
2020-03-13,433.79443124081575,486.608773227108,401.48449518469886,470.1670227050781,24254296,464.13972221452224,512.1615082677355,435.32191586076743,506.6442565917969,66342364,380.44364555859835,427.22728986262075,328.34043387087587,407.3739318847656,6230411,444.40361172588484,507.6353699155986,419.64527598931187,492.1836853027344,73297403,508.6862307304778,573.1312768534269,489.7823505344128,551.9503173828125,16903113,1780.1578670812046,1915.7028823411947,1706.1502666878869,1837.2674560546875,3667035
2020-03-16,451.4310580624552,471.2184997312132,436.04082895563585,444.3094787597656,14936276,490.1634119366812,491.1105876119212,471.219898431882,473.3510437011719,31986322,399.91701453954676,407.13642487541443,369.3295258222714,372.1792907714844,3156508,472.2568121164352,480.78419157795764,447.5207086747309,452.2853698730469,38482258,534.4642057580176,534.5931168179953,498.3749828611739,501.0816955566406,19140152,1807.2668263133526,1842.6892119863692,1747.536679765059,1754.7657470703125,2948679
2020-03-17,444.50067105004524,459.7953209915449,424.761018856035,434.6547546386719,12629709,477.37652201378086,478.3236976526971,452.1342970177646,461.79547119140625,42676838,372.3692613936857,387.56800675669325,351.4235020360133,354.7007141113281,4526913,466.3343737158094,472.0118916262875,446.7191870864638,448.8565979003906,45445979,505.3351472921777,508.6863111988923,472.5970796611331,476.8504638671875,16059887,1767.1006522266343,1886.786873115465,1763.8474831654532,1810.9268798828125,3732382
2020-03-18,439.721148742338,457.6923475989671,389.4877717155459,406.78985595703125,29342689,466.4840180328291,470.2727207173597,409.6534777648702,415.2891845703125,61181406,360.02030828568996,364.484951672819,322.1184399394909,329.0528564453125,6595508,456.5601919681001,461.28032501489446,427.9277857781092,431.2674865722656,44730415,488.06382474879115,496.65649771972056,453.69313286507344,459.10650634765625,15390183,1838.0357487554745,1864.9188451458406,1725.3525861048715,1738.41015625,3910994
2020-03-19,398.09095321886923,431.739175252662,345.80239062031063,425.14337158203125,24017236,401.1288983050212,435.67713682679727,376.50233075855004,424.12158203125,67220048,315.1364741524282,315.1839586341971,286.8763080453152,298.4653625488281,10486153,409.7152202964063,430.59951868687136,397.2915088300032,408.6465148925781,61404010,437.581919575006,479.47120495405665,437.581919575006,468.7733154296875,16583991,1711.7528872260898,1715.999920315307,1587.9551046651645,1661.1494140625,5095006
2020-03-20,425.3823852396203,451.19209658424086,417.4004730490881,442.2542724609375,19758966,414.3893720565236,433.143439503964,390.49685905227716,418.1070251464844,88637464,300.17521403218274,311.76426870129933,292.8133219158871,306.4447021484375,8819518,418.3539154289049,460.8349919401429,414.1236220114131,453.2872619628906,63360475,472.16734964434926,530.5545692477981,470.8784487808979,502.84320068359375,21354894,1671.722025002371,1878.5636510936893,1671.722025002371,1853.98486328125,4252245
2020-03-23,398.04314602153204,426.05147500243834,381.8881650976793,389.3921203613281,14907385,376.31286067374276,397.2217739590976,362.294673119177,365.39666748046875,50276954,284.0265987638404,288.68120946745927,266.54804463777396,278.70703125,6001358,407.9785720617482,423.02953408613564,389.9219001729814,393.6623840332031,40670949,464.00435947172974,482.0060205736713,443.29603774017926,452.3612976074219,17146150,1762.0853758364628,1793.7577750479463,1671.7220232294646,1689.5235595703125,3574673
2020-03-24,392.7856239738352,418.5475438525262,382.50954169990416,386.23760986328125,12947855,376.62067091246723,383.6060904609852,349.8629621333985,363.5733337402344,61057272,284.97650259932624,294.3807213872422,251.15928515967772,255.5289306640625,6690908,414.1236553813101,431.9354232678665,398.8946097412174,420.0906066894531,45734887,448.53757961967995,516.5486148256612,448.53757961967995,506.7958984375,20027097,1784.6760987607443,1871.379685866418,1744.012592713031,1832.43310546875,5788124
2020-03-25,388.62739262008574,418.9299238209553,387.7193001165892,410.18328857421875,14093189,364.8757724018992,410.81379480726923,357.6772311510899,405.74639892578125,47228042,250.2093508683208,273.9099070685284,233.11076157450424,263.93572998046875,9393732,429.17459327724464,512.778550360912,428.9296884312166,481.919677734375,73130298,512.982608303419,545.6347676259147,486.0875507189931,520.8878784179688,18339548,1816.348478361834,1932.82674297995,1808.75793524497,1886.922119140625,3959038
