date,close,high,low,open,volume,close_sector,US Dollar,Pound Sterling,Euro,Japanese Yen,Central Government Dated Securities,State Government Dated Securities,91-Day,182-Day,364-Day,RBI,return,return_pct,sector_return,sector_return_pct,target_raw_return,target_residualized,Revenue,Net_Income,Profit_Margin,Revenue_Growth,Profit_Growth,volume_z,high_volume
2020-02-13,154.31517028808594,155.44395393246606,153.8054093139595,155.15265865007865,9505645,31039.30078125,,,,,,,,,,,-0.837493896484375,-0.0053978699037232,53.05078125,0.0017120749122594,-0.837493896484375,-0.0071099448159827,13220.3,4047.87,30.61859413175193,1.110198437645793,18.404125556865345,-0.5113779385402608,0
2020-02-14,151.2565460205078,155.0434192937699,150.60112586821444,154.5700558070735,14260540,30646.75,,,,,,,,,,,-3.058624267578125,-0.0198206324230344,-392.55078125,-0.0126468951094133,-3.058624267578125,-0.0071737373136211,13220.3,4047.87,30.61859413175193,1.110198437645793,18.404125556865345,-0.2617776817664526,0
2020-02-17,149.1446075439453,151.94834424762416,148.5620055605194,151.4749923974476,16161290,30481.05078125,,,,,,,,,,,-2.1119384765625,-0.0139626253020226,-165.69921875,-0.005406746841019,-2.1119384765625,-0.0085558784610035,13220.3,4047.87,30.61859413175193,1.110198437645793,18.404125556865345,-0.1767733709710142,0
2020-02-18,148.45278930664062,148.99898235457536,146.01316549287353,148.96256179131143,21741128,30360.599609375,,,,,,,,,,,-0.6918182373046875,-0.0046385735877232,-120.451171875,-0.0039516738691007,-0.6918182373046875,-0.0006868997186224,13220.3,4047.87,30.61859413175193,1.110198437645793,18.404125556865345,0.1132171320682793,0
2020-02-19,150.52830505371094,150.85602091901498,148.45280586042986,149.47235094345967,9403278,30835.0,,,,,,,,,,,2.0755157470703125,0.0139809818108784,474.400390625,0.0156255277144958,2.0755157470703125,-0.0016445459036174,13220.3,4047.87,30.61859413175193,1.110198437645793,18.404125556865345,-0.6132352350527712,0
2020-02-20,151.074462890625,151.87554214438345,149.617975089422,150.74675861690272,16193373,30636.25,,,,,,,,,,,0.5461578369140625,0.0036282733451304,-198.75,-0.0064455975352684,0.5461578369140625,0.0100738708803989,13220.3,4047.87,30.61859413175193,1.110198437645793,18.404125556865345,-0.2483306959061078,0
2020-02-24,147.83380126953125,151.07449333890605,146.95991533674342,150.7467889991367,17233132,30147.599609375,,,,,,,,,,,-3.24066162109375,-0.0214507571901144,-488.650390625,-0.0159500719123587,-3.24066162109375,-0.0055006852777557,13220.3,4047.87,30.61859413175193,1.110198437645793,18.404125556865345,-0.2202823269351911,0
2020-02-25,146.9599151611328,149.58159603657197,146.74143790814483,148.41640325414298,15903285,30173.19921875,,,,,,,,,,,-0.8738861083984375,-0.0059112740178084,25.599609375,0.0008491425422487,-0.8738861083984375,-0.0067604165600572,13220.3,4047.87,30.61859413175193,1.110198437645793,18.404125556865345,-0.3327902893972255,0
2020-02-26,144.62950134277344,147.06912505754275,142.9545363239812,146.12239817294147,18557438,29965.55078125,,,,,,,,,,,-2.330413818359375,-0.0158574793392076,-207.6484375,-0.0068818833559738,-2.330413818359375,-0.0089755959832338,13220.3,4047.87,30.61859413175193,1.110198437645793,18.404125556865345,-0.1806359994109811,0
2020-02-27,143.8648223876953,145.03001477842002,142.66322098041366,144.48383336966478,17936226,29981.19921875,,,,,,,,,,,-0.764678955078125,-0.0052871575161268,15.6484375,0.0005222142457594,-0.764678955078125,-0.0058093717618863,13220.3,4047.87,30.61859413175193,1.110198437645793,18.404125556865345,-0.2084584411615634,0
2020-02-28,143.8648223876953,145.5761961871753,139.85947282332282,142.00780098188727,33885063,29310.25,,,,,,,,,,,0.0,0.0,-670.94921875,-0.022378998713647,0.0,0.022378998713647,13220.3,4047.87,30.61859413175193,1.110198437645793,18.404125556865345,0.7015570525362184,0
2020-03-02,142.22630310058594,148.16150516628528,141.02470138510856,145.28493823827736,19274852,29138.900390625,,,,,,,,,,,-1.638519287109375,-0.0113892976748255,-171.349609375,-0.0058460644100613,-1.638519287109375,-0.0055432332647642,13220.3,4047.87,30.61859413175193,1.110198437645793,18.404125556865345,-0.1970618228132083,0
2020-03-03,141.17034912109375,143.79202978934148,140.22363366647167,143.46432547586218,18638624,29406.19921875,,,,,,,,,,,-1.0559539794921875,-0.0074244633831577,267.298828125,0.0091732640745427,-1.0559539794921875,-0.0165977274577004,13220.3,4047.87,30.61859413175193,1.110198437645793,18.404125556865345,-0.0797215246585425,0
2020-03-04,136.54600524902344,142.40837799814116,135.8541644839007,141.97142350646283,28729502,29223.75,,,,,,,,,,,-4.6243438720703125,-0.0327571894584154,-182.44921875,-0.0062044474837695,-4.6243438720703125,-0.0265527419746458,13220.3,4047.87,30.61859413175193,1.110198437645793,18.404125556865345,1.3915921604250994,0
2020-03-05,136.94651794433594,139.24048250963477,135.85414342457753,136.58239310441647,20797182,29530.5,,,,,,,,,,,0.4005126953125,0.002933170359558,306.75,0.0104965995123829,0.4005126953125,-0.0075634291528248,13220.3,4047.87,30.61859413175193,1.110198437645793,18.404125556865345,0.2843439037650389,0
2020-03-06,132.3585968017578,134.6161644151109,130.9021086403039,134.6161644151109,27795285,28937.0,,,,,,,,,,,-4.587921142578125,-0.0335015538287943,-593.5,-0.0200978649193207,-4.587921142578125,-0.0134036889094736,13220.3,4047.87,30.61859413175193,1.110198437645793,18.404125556865345,1.2862379286698007,0
2020-03-09,129.0450897216797,130.35593025349135,127.07882892396218,130.35593025349135,22633662,28056.5,,,,,,,,,,,-3.313507080078125,-0.025034317076064,-880.5,-0.0304281715450807,-3.313507080078125,0.0053938544690166,13220.3,4047.87,30.61859413175193,1.110198437645793,18.404125556865345,0.5140516925142352,0
2020-03-11,127.9163055419922,128.71737347148246,125.51309021341632,126.71470364775676,29032759,28078.75,,,,,,,,,,,-1.1287841796875,-0.0087472075235255,22.25,0.0007930426104467,-1.1287841796875,-0.0095402501339723,13220.3,4047.87,30.61859413175193,1.110198437645793,18.404125556865345,1.2825470723178416,0
2020-03-12,113.46063232421876,123.1826970665516,109.637338063657,123.0734699791964,54043896,26083.0,,,,,,,,,,,-14.455673217773438,-0.1130088393072605,-1995.75,-0.0710768819837065,-14.455673217773438,-0.041931957323554,13220.3,4047.87,30.61859413175193,1.110198437645793,18.404125556865345,3.2365512546213684,1
2020-03-13,118.15779876708984,119.43223003889456,98.02181929288416,109.23679140455975,63962722,26208.0,,,,,,,,,,,4.697166442871094,0.0413990857150234,125.0,0.004792393513016,4.697166442871094,0.0366066922020074,13220.3,4047.87,30.61859413175193,1.110198437645793,18.404125556865345,2.9414506151993143,1
2020-03-16,107.234130859375,115.1355823219684,105.77763126174855,115.06276426614946,34535653,24707.650390625,,,,,,,,,,,-10.923667907714844,-0.092449825755872,-1500.349609375,-0.0572477720304869,-10.923667907714844,-0.035202053725385,13220.3,4047.87,30.61859413175193,1.110198437645793,18.404125556865345,0.70751289628632,0
2020-03-17,108.6177978515625,113.46063746781826,106.36024176210462,107.78032090324734,49492914,24929.849609375,,,,,,,,,,,1.3836669921875,0.0129032331506655,222.19921875,0.0089931343222466,1.3836669921875,0.0039100988284188,13220.3,4047.87,30.61859413175193,1.110198437645793,18.404125556865345,1.5953183254524754,0
2020-03-18,109.74658203125,112.62314935386895,107.30695769962593,110.7661272170096,52178352,24186.5,,,,,,,,,,,1.1287841796875,0.0103922580094111,-743.349609375,-0.0298176531757118,1.1287841796875,0.0402099111851229,13220.3,4047.87,30.61859413175193,1.110198437645793,18.404125556865345,1.5653248881171176,0
2020-03-19,117.86650848388672,119.10451924318504,105.41351359743749,109.74656856513684,93204936,23970.75,,,,,,,,,,,8.119926452636719,0.0739879666623657,-215.75,-0.0089202654373307,8.119926452636719,0.0829082320996964,13220.3,4047.87,30.61859413175193,1.110198437645793,18.404125556865345,2.940924340466819,1
2020-03-20,127.80705261230467,128.53530239771413,120.23330562050285,120.23330562050285,64384067,25931.599609375,,,,,,,,,,,9.940544128417969,0.0843373088444112,1960.849609375,0.0818017629558942,9.940544128417969,0.002535545888517,13220.3,4047.87,30.61859413175193,1.110198437645793,18.404125556865345,1.3888180971616968,0
2020-03-23,112.36825561523438,117.97574222542129,108.65420004739416,115.06276606483983,53330913,23184.05078125,,,,,,,,,,,-15.438796997070312,-0.1207976921579047,-2747.548828125,-0.1059536962437012,-15.438796997070312,-0.0148439959142034,13220.3,4047.87,30.61859413175193,1.110198437645793,18.404125556865345,0.7839872092636064,0
2020-03-24,109.01829528808594,119.21373215610129,107.34333041248124,118.6675507171239,54576761,23935.30078125,,,,,,,,,,,-3.349960327148437,-0.0298123372015242,751.25,0.0324037419986833,-3.349960327148437,-0.0622160792002075,13220.3,4047.87,30.61859413175193,1.110198437645793,18.404125556865345,0.7606412878865922,0
2020-03-25,107.30694580078124,110.69328534078215,101.22609593149998,109.96504710320885,64913270,24471.69921875,,,,,,,,,,,-1.7113494873046875,-0.015697819185141,536.3984375,0.0224103487314517,-1.7113494873046875,-0.0381081679165927,13220.3,4047.87,30.61859413175193,1.110198437645793,18.404125556865345,1.1335594333502743,0
2020-03-26,113.89756774902344,116.08230553317712,104.32113975753656,109.23679688685648,60694283,25680.099609375,,,,,,,,,,,6.590621948242188,0.0614184095825249,1208.400390625,0.0493795048649148,6.590621948242188,0.0120389047176101,13220.3,4047.87,30.61859413175193,1.110198437645793,18.404125556865345,0.8432525645330854,0
2020-03-27,118.8496322631836,120.8887223722382,112.87802112104087,117.975734853574,33893412,25740.44921875,,,,,,,,,,,4.952064514160156,0.0434782288334039,60.349609375,0.0023500535548144,4.952064514160156,0.0411281752785894,13220.3,4047.87,30.61859413175193,1.110198437645793,18.404125556865345,-0.5049483257931074,0
2020-03-30,115.93666076660156,120.08765919759078,113.64268430523263,113.64268430523263,29203338,25831.55078125,,,,,,,,,,,-2.9129714965820312,-0.0245097224207768,91.1015625,0.0035392374750646,-2.9129714965820312,-0.0280489598958415,13220.3,4047.87,30.61859413175193,1.110198437645793,18.404125556865345,-0.7221218778626701,0
2020-03-31,125.03972625732422,126.60545293562345,117.64803582020086,119.43223974573849,44272500,27319.19921875,,,,,,,,,,,9.103065490722656,0.0785175752909472,1487.6484375,0.0575903649803255,9.103065490722656,0.0209272103106217,12456.45,3856.52,30.96002472614589,-5.777856780859725,-4.727177503230095,-0.0384569152386863,0
2020-04-01,121.18003845214844,125.80440101709684,119.83278885044328,125.03974209501378,18840671,26358.80078125,,,,,,,,,,,-3.859687805175781,-0.0308676923782829,-960.3984375,-0.0351547067617139,-3.859687805175781,0.004287014383431,12456.45,3856.52,30.96002472614589,-5.777856780859725,-4.727177503230095,-1.3559630292742644,0
2020-04-03,129.55484008789062,133.0868271113474,121.6169571162745,122.2723772696984,65288649,26537.75,,,,,,,,,,,8.374801635742188,0.0691104058285081,178.94921875,0.006788974211501,8.374801635742188,0.062321431617007,12456.45,3856.52,30.96002472614589,-5.777856780859725,-4.727177503230095,0.949402916677152,0
2020-04-07,132.21292114257812,135.23513545713752,126.4597877760453,135.23513545713752,37509626,28745.30078125,,,,,,,,,,,2.6580810546875,0.0205170339671156,2207.55078125,0.0831853032472609,2.6580810546875,-0.0626682692801452,12456.45,3856.52,30.96002472614589,-5.777856780859725,-4.727177503230095,-0.5479327745388712,0
2020-04-08,130.10101318359375,133.99712482616053,128.64452533050667,131.70314866797932,39007671,28839.900390625,,,,,,,,,,,-2.111907958984375,-0.0159735367824367,94.599609375,0.0032909591064953,-2.111907958984375,-0.019264495888932,12456.45,3856.52,30.96002472614589,-5.777856780859725,-4.727177503230095,-0.5103490672225027,0
2020-04-09,134.90744018554688,135.63567839066872,131.08414633327064,133.9971337740673,44268652,28953.19921875,,,,,,,,,,,4.806427001953125,0.0369438091552021,113.298828125,0.0039285443635523,4.806427001953125,0.0330152647916497,12456.45,3856.52,30.96002472614589,-5.777856780859725,-4.727177503230095,-0.2957735540893654,0
2020-04-13,132.2493438720703,135.92699021876317,131.8488099594766,134.3612635949595,18427550,28509.849609375,,,,,,,,,,,-2.6580963134765625,-0.0197031113318932,-443.349609375,-0.015312629392882,-2.6580963134765625,-0.0043904819390112,12456.45,3856.52,30.96002472614589,-5.777856780859725,-4.727177503230095,-1.694475332119993,0
2020-04-15,137.8932342529297,141.09751671031373,133.05040731469072,134.03353169518326,50983406,29686.94921875,,,,,,,,,,,5.643890380859375,0.0426761314318422,1177.099609375,0.0412874717160181,5.643890380859375,0.0013886597158241,12456.45,3856.52,30.96002472614589,-5.777856780859725,-4.727177503230095,0.1305076596967176,0
2020-04-16,135.70851135253906,139.24049847040604,135.05309118159576,138.11172633940015,28122965,29512.30078125,,,,,,,,,,,-2.184722900390625,-0.0158435829881494,-174.6484375,-0.0058830038820456,-2.184722900390625,-0.0099605791061038,12456.45,3856.52,30.96002472614589,-5.777856780859725,-4.727177503230095,-1.0366875060156442,0
2020-04-17,136.98292541503906,139.38612855910893,136.14543713869818,138.69429944916794,27694463,29202.349609375,,,,,,,,,,,1.2744140625,0.0093908189677902,-309.951171875,-0.0105024401239472,1.2744140625,0.0198932590917375,12456.45,3856.52,30.96002472614589,-5.777856780859725,-4.727177503230095,-1.0240382050850227,0
2020-04-20,131.5939178466797,138.33018754844798,130.72003200717575,138.33018754844798,37141676,28598.099609375,,,,,,,,,,,-5.389007568359375,-0.0393407247803435,-604.25,-0.0206918281604988,-5.389007568359375,-0.0186488966198447,12456.45,3856.52,30.96002472614589,-5.777856780859725,-4.727177503230095,-0.4737636882466363,0
2020-04-21,130.79287719726562,134.21563783592325,128.2076050870444,129.62768429604066,24232310,28480.599609375,,,,,,,,,,,-0.8010406494140625,-0.0060872163586417,-117.5,-0.0041086646177525,-0.8010406494140625,-0.0019785517408892,12456.45,3856.52,30.96002472614589,-5.777856780859725,-4.727177503230095,-1.065099916217295,0
2020-04-22,132.72271728515625,133.6694328274007,128.17118472037896,130.35592265949293,26132520,29185.150390625,,,,,,,,,,,1.929840087890625,0.0147549326021783,704.55078125,0.0247379195281436,1.929840087890625,-0.0099829869259653,12456.45,3856.52,30.96002472614589,-5.777856780859725,-4.727177503230095,-0.9628206177977432,0
2020-04-23,131.4846649169922,133.99711816731863,130.82924483866827,133.23245948592378,34237726,28786.25,,,,,,,,,,,-1.2380523681640625,-0.0093281119727536,-398.900390625,-0.0136679230802639,-1.2380523681640625,0.0043398111075103,12456.45,3856.52,30.96002472614589,-5.777856780859725,-4.727177503230095,-0.3684704872520122,0
2020-04-24,131.1205596923828,133.1232290715325,130.57436664343066,131.81238883425226,18744844,28636.69921875,,,,,,,,,,,-0.364105224609375,-0.0027691839564655,-149.55078125,-0.0051952158148421,-0.364105224609375,0.0024260318583766,12456.45,3856.52,30.96002472614589,-5.777856780859725,-4.727177503230095,-1.2781817585442556,0
2020-04-27,130.97491455078125,132.7591067442892,130.57436912722963,131.26620982236182,13589672,29052.55078125,,,,,,,,,,,-0.1456451416015625,-0.0011107727265903,415.8515625,0.0145216304198816,-0.1456451416015625,-0.0156324031464719,12456.45,3856.52,30.96002472614589,-5.777856780859725,-4.727177503230095,-1.4469379217078069,0
2020-04-28,130.68359375,131.66672961147242,129.66404886850313,131.0841275905736,18488267,28778.150390625,,,,,,,,,,,-0.29132080078125,-0.0022242488325373,-274.400390625,-0.0094449672488686,-0.29132080078125,0.0072207184163313,12456.45,3856.52,30.96002472614589,-5.777856780859725,-4.727177503230095,-1.0571730405716755,0
2020-04-29,132.64988708496094,133.19608022234092,130.82927406730576,131.44828526293355,22287597,28665.0,,,,,,,,,,,1.9662933349609373,0.0150462141309222,-113.150390625,-0.0039318159467907,1.9662933349609373,0.0189780300777129,12456.45,3856.52,30.96002472614589,-5.777856780859725,-4.727177503230095,-0.7228021221659472,0
2020-04-30,132.57705688476562,134.65255599641404,131.41186419857524,134.65255599641404,31326446,28669.30078125,,,,,,,,,,,-0.0728302001953125,-0.0005490408005297,4.30078125,0.0001500359759287,-0.0728302001953125,-0.0006990767764585,12456.45,3856.52,30.96002472614589,-5.777856780859725,-4.727177503230095,-0.0126825800036523,0
2020-05-04,126.75108337402344,132.35856912410108,124.27505055528653,132.35856912410108,31461042,27599.0,,,,,,,,,,,-5.825973510742188,-0.0439440552357868,-1070.30078125,-0.0373326433531293,-5.825973510742188,-0.0066114118826574,12456.45,3856.52,30.96002472614589,-5.777856780859725,-4.727177503230095,-0.0110088794215901,0
2020-05-05,126.641845703125,129.22711714979232,125.25818742188224,127.44291345333976,18389548,27138.599609375,,,,,,,,,,,-0.1092376708984375,-0.0008618283015072,-460.400390625,-0.0166817779856154,-0.1092376708984375,0.0158199496841081,12456.45,3856.52,30.96002472614589,-5.777856780859725,-4.727177503230095,-0.92776713443144,0
2020-05-06,119.3593978881836,124.82123618721783,116.88336498755883,124.82123618721783,68112675,26630.19921875,,,,,,,,,,,-7.282447814941406,-0.0575042773145694,-508.400390625,-0.0187334791751514,-7.282447814941406,-0.0387707981394179,12456.45,3856.52,30.96002472614589,-5.777856780859725,-4.727177503230095,2.3458373824990884,1
2020-05-07,117.24748992919922,120.7794768519121,116.88336506766018,119.43222755833068,25183509,26254.55078125,,,,,,,,,,,-2.111907958984375,-0.0176936881079344,-375.6484375,-0.014106106920729,-2.111907958984375,-0.0035875811872054,12456.45,3856.52,30.96002472614589,-5.777856780859725,-4.727177503230095,-0.4281062185849895,0
2020-05-08,115.24481201171876,119.54145779538,114.40733519410048,119.39581015492914,26281664,26759.80078125,,,,,,,,,,,-2.0026779174804688,-0.0170807743405833,505.25,0.0192442827991874,-2.0026779174804688,-0.0363250571397707,12456.45,3856.52,30.96002472614589,-5.777856780859725,-4.727177503230095,-0.3023486334717962,0
2020-05-11,115.39047241210938,119.06811901555632,115.06276806988296,116.51925617555392,18792383,26667.80078125,,,,,,,,,,,0.145660400390625,0.0012639215410044,-92.0,-0.0034379927097387,0.145660400390625,0.0047019142507431,12456.45,3856.52,30.96002472614589,-5.777856780859725,-4.727177503230095,-0.7974985112200599,0
2020-05-12,120.19688415527344,120.815895314237,114.698636398847,115.39046561174531,22211224,26857.150390625,,,,,,,,,,,4.806411743164063,0.0416534540737321,189.349609375,0.0071003083804395,4.806411743164063,0.0345531456932926,12456.45,3856.52,30.96002472614589,-5.777856780859725,-4.727177503230095,-0.4656888264850675,0
