,Date,Ticker,Open,High,Low,Close,Volume
0,2020-01-01,BHARTIARTL.NS,435.945225034925,440.1990686939243,429.92295623223606,433.31646728515625,5154996
1,2020-01-01,HDFCBANK.NS,604.3453274779305,606.19233129956,601.7405948043777,605.529296875,3673698
2,2020-01-01,HINDUNILVR.NS,1744.0125532818572,1752.9585464714542,1733.1689519143015,1749.931396484375,543035
3,2020-01-01,INFY.NS,631.5614994346679,635.857836165516,629.456283947449,633.151123046875,2112415
4,2020-01-01,M&M.NS,506.2132720579284,511.057849296617,503.0309997333167,509.7279357910156,2611808
5,2020-01-01,RELIANCE.NS,679.0819357370663,683.1528519736394,673.4900624593615,675.3241577148438,14004468
6,2020-01-02,BHARTIARTL.NS,434.0811999932944,439.1475569934775,433.5076647238069,435.1327209472656,4933053
7,2020-01-02,HDFCBANK.NS,605.7188543538712,609.9811449630853,605.7188543538712,609.38916015625,6137166
8,2020-01-02,HINDUNILVR.NS,1753.0491507388338,1764.434911821441,1744.0128149102832,1751.287109375,663275
9,2020-01-02,INFY.NS,634.9126441731436,636.5452206149837,628.0385056083046,631.3037109375,5658200
10,2020-01-02,M&M.NS,510.1079320042212,513.9076186485729,506.7832061904134,512.815185546875,2776519
11,2020-01-02,RELIANCE.NS,676.397899264457,689.3487905881979,676.397899264457,686.8212280273438,17710316
12,2020-01-03,BHARTIARTL.NS,435.6107049188754,438.95639688583697,431.59586861453454,435.0371398925781,5154587
13,2020-01-03,HDFCBANK.NS,607.2342686142049,608.5603376104458,598.4255468849254,600.6987915039062,10855550
14,2020-01-03,HINDUNILVR.NS,1751.151287705294,1753.0488958920612,1733.8466850478826,1741.708251953125,1598825
15,2020-01-03,INFY.NS,630.6162539816314,642.7319011943908,630.6162539816314,641.0133666992188,7882938
16,2020-01-03,M&M.NS,511.9602653473085,512.0077498322751,503.83844714513526,506.07073974609375,1930883
17,2020-01-03,RELIANCE.NS,685.7922517653002,689.6618949086101,681.3187290426969,687.6488037109375,20984698
18,2020-01-06,BHARTIARTL.NS,433.8900183393128,437.2835295157813,425.0478031391469,429.827392578125,7538915
19,2020-01-06,HDFCBANK.NS,596.720662743602,597.5731439576414,585.3545548818191,587.6987915039062,10890186
20,2020-01-06,HINDUNILVR.NS,1741.6181296502182,1743.4706225814232,1727.06965131334,1730.8648681640625,683129
