date,Revenue,Net_Income,EPS,Total_Debt,Total_Equity,Net_Debt,symbol,yf_ticker
2018-09-30,213086.94108581543,42383.94822692871,9.483499603271484,0.0,655674.5725708008,-179602.89248657227,INFY,INFY.NS
2018-12-31,208858.50932312012,35101.095306396484,8.390700073242186,0.0,651677.7056884766,-164807.33393859863,INFY,INFY.NS
2019-03-31,212670.0,40310.0,9.035,0.0,653300.0,-196615.5,INFY,INFY.NS
2019-06-30,217056.5654449463,37851.448333740234,9.012249603271485,38475.373306274414,571029.9998626709,-118615.06977844238,INFY,INFY.NS
2019-09-30,226300.8366394043,40113.76200866699,9.16483139038086,40607.2529296875,605513.3600921631,-123231.7328491211,INFY,INFY.NS
2019-12-31,231261.56330108643,44640.68412780762,10.696649551391602,41360.37826538086,611634.4213485718,-131354.85649108887,INFY,INFY.NS
2020-03-31,241053.80487823486,44486.000900268555,10.556000213623047,46144.80093383789,656055.4132766724,-139716.2028274536,INFY,INFY.NS
2020-06-30,236259.69047546387,42240.59829711914,9.840999603271484,45344.29817199707,666765.5731201172,-145041.19415283203,INFY,INFY.NS
2020-09-30,244574.64404296875,48220.78579711914,11.076750183105469,47186.9557800293,715041.1468200684,-177154.1579284668,INFY,INFY.NS
2020-12-31,257139.1534423828,51559.47189331055,12.43278045654297,43880.401611328125,721174.4004821777,-177130.55450439453,INFY,INFY.NS
2021-03-31,265357.8589324951,51191.37217712402,11.75124755859375,53468.17639160156,771322.5116271973,-194776.9282836914,INFY,INFY.NS
2021-06-30,280955.6943359375,52298.46875,12.6288916015625,51332.72998046875,722744.0375976562,-161946.962890625,INFY,INFY.NS
2021-09-30,297139.35038757324,54478.0249710083,12.63473976135254,51505.145027160645,704349.580696106,-129245.95555877686,INFY,INFY.NS
2021-12-31,316332.59201049805,57609.7473449707,13.397615661621094,53218.30665588379,698685.65675354,-106436.61331176758,INFY,INFY.NS
2022-03-31,324542.97088623047,57022.50329589844,13.649003448486328,54747.66938781738,757823.0025787354,-120035.40254974365,INFY,INFY.NS
2022-06-30,350624.04595947266,54360.92881774902,12.62372802734375,60514.9962310791,740618.3437042236,-79213.89337158203,INFY,INFY.NS
2022-09-30,371144.1259384155,60947.48764038086,14.666507720947266,55814.20993804932,804783.8708877563,-93132.32402801514,INFY,INFY.NS
2022-12-31,385928.7228240967,66268.07861328125,15.738668670654297,77285.14668273926,747669.5969543457,-38766.82598876953,INFY,INFY.NS
2023-03-31,373885.68617248535,61082.773498535156,14.778090362548827,82921.50703430176,757295.0305786133,-38669.33644866943,INFY,INFY.NS
2023-06-30,378942.1278305054,59422.5905456543,13.952818222045899,84865.96495056152,748609.7353134155,-38329.212409973145,INFY,INFY.NS
2023-09-30,392504.5777435303,62477.94359588623,14.974740142822265,85605.59781646729,812878.8107528687,-71795.55968475342,INFY,INFY.NS
2023-12-31,383774.2351074219,60327.367431640625,14.814360351562499,66006.20556640625,795695.7548828125,-68969.07763671875,INFY,INFY.NS
2024-03-31,380689.03469085693,79973.88483428955,19.180389480590822,83559.78373718262,884382.7410507202,-64296.0012588501,INFY,INFY.NS
2024-06-30,393387.52947998047,63673.034576416016,15.021161499023437,61753.66394042969,834759.3248596191,-102728.05447387695,INFY,INFY.NS
2024-09-30,409708.06231689453,65047.64291381836,15.90611602783203,63289.59851074219,907318.3447875977,-154456.75827026367,INFY,INFY.NS
2024-12-31,423700.0085372925,68972.42495727539,16.29945365905762,82355.13427734375,888406.0110168457,-141805.24683380127,INFY,INFY.NS
2025-03-31,404598.5386657715,69543.04692077637,17.107760620117187,82288.32858276367,962739.2288970947,-162438.1870880127,INFY,INFY.NS
2025-06-30,422234.634223938,69133.3371963501,16.23650688171387,59220.522468566895,950262.9290771484,-214407.3461380005,INFY,INFY.NS
2025-09-30,450264.0333251953,74423.07406616211,17.740899658203126,87462.6353149414,1036689.4715270996,-226462.5841369629,INFY,INFY.NS
2025-12-31,454233.1718444824,66429.3571472168,16.158492279052734,87884.24411773682,833688.4321975708,-111044.7497177124,INFY,INFY.NS
