Date,open,high,low,close,volume,close_sector,return,return_pct,sector_return,sector_return_pct,target_raw_return,target_residualized,volume_z,high_volume
2020-01-01,679.0819357370663,683.1528519736394,673.4900624593615,675.3241577148438,14004468,15987.7998046875,,,,,0.017024521011366867,,,0
2020-01-02,676.397899264457,689.3487905881979,676.397899264457,686.8212280273438,17710316,16128.5,11.4970703125,0.017024521011366867,140.7001953125,0.008800472674873383,0.0012049360879113902,0.008224048336493484,,0
2020-01-03,685.7922517653002,689.6618949086101,681.3187290426969,687.6488037109375,20984698,16054.7998046875,0.82757568359375,0.0012049360879113902,-73.7001953125,-0.004569562904950808,-0.023192245854457227,0.005774498992862198,,0
2020-01-06,679.9767186772816,683.5107670428088,670.13493269889,671.70068359375,24519177,15737.0498046875,-15.9481201171875,-0.023192245854457227,-317.75,-0.019791589049103386,0.015384532905702963,-0.003400656805353841,,0
2020-01-07,679.5292597584985,686.4632732386915,677.0688284082713,682.0344848632812,16683622,15793.75,10.33380126953125,0.015384532905702963,56.7001953125,0.003602974891495192,-0.007510076779597141,0.011781558014207771,,0
2020-01-08,677.7399630034671,686.440941615489,675.5032015883575,676.912353515625,16047902,15664.9501953125,-5.12213134765625,-0.007510076779597141,-128.7998046875,-0.00815511228729715,0.023031356836624273,0.0006450355077000092,,0
2020-01-09,688.2974451452224,693.3972440896104,685.0094043047601,692.5025634765625,14982742,15900.349609375,15.5902099609375,0.023031356836624273,235.3994140625,0.015027140918260962,-0.00022615975621986806,0.008004215918363311,,0
2020-01-10,694.2471733835102,696.9536717580928,688.7671054525405,692.345947265625,12478359,15940.150390625,-0.1566162109375,-0.00022615975621986806,39.80078125,0.0025031387502658653,-0.002552145759523894,-0.0027292985064857334,,0
2020-01-13,691.182918802657,697.2892636445985,688.2080160085029,690.5789794921875,18282382,16043.349609375,-1.7669677734375,-0.002552145759523894,103.19921875,0.006474168450173234,-0.009263378869809435,-0.009026314209697128,,0
2020-01-14,688.9238120878065,693.3973351908096,680.8043754201078,684.181884765625,15816535,16053.25,-6.3970947265625,-0.009263378869809435,9.900390625,0.0006171024671315362,-0.003628931394382473,-0.009880481336940972,,0
2020-01-15,687.0672990416617,688.8790573291237,679.1938699492092,681.6990356445312,15817859,16019.0,-2.48284912109375,-0.003628931394382473,-34.25,-0.0021335243642253143,0.00921984031275258,-0.0014954070301571587,,0
2020-01-16,684.002803761548,690.4222859565853,683.5554037659856,687.9841918945312,12847975,15974.400390625,6.28515625,0.00921984031275258,-44.599609375,-0.0027841693847930893,0.028025450470651414,0.01200400969754567,,0
2020-01-17,694.9630411899628,709.0322829800654,694.8288390890643,707.2652587890625,29463471,16077.650390625,19.28106689453125,0.028025450470651414,103.25,0.00646346638842199,-0.030771669666652124,0.021561984082229424,,0
2020-01-20,719.7911481994419,719.7911481994419,682.839761284159,685.5015258789062,32545850,15854.849609375,-21.76373291015625,-0.030771669666652124,-222.80078125,-0.013857794879027607,0.0010115519571851639,-0.016913874787624517,,0
2020-01-21,683.8239827310947,691.5408127343894,680.8714169985212,686.1949462890625,18922720,15776.9501953125,0.69342041015625,0.0010115519571851639,-77.8994140625,-0.004913286217261725,-0.0003586353285328636,0.005924838174446889,,0
2020-01-22,690.7131763493682,691.9433921150559,684.9423069375898,685.9488525390625,10322817,15534.599609375,-0.24609375,-0.0003586353285328636,-242.3505859375,-0.01536105412879507,-0.0042389674288206836,0.015002418800262207,,0
2020-01-23,687.3580618125278,689.796156393504,680.2899048582964,683.0411376953125,11247739,15704.849609375,-2.90771484375,-0.0042389674288206836,170.25,0.01095940701923559,-0.0034712883075300738,-0.015198374448056273,,0
2020-01-24,683.1081395891008,687.2909208972738,679.3280242942884,680.6701049804688,14628445,15674.650390625,-2.37103271484375,-0.0034712883075300738,-30.19921875,-0.0019229231416499903,-0.009858323531740543,-0.0015483651658800834,,0
2020-01-27,677.6952802850295,681.9674704241261,673.2664314282462,673.9598388671875,13387750,15489.25,-6.71026611328125,-0.009858323531740543,-185.400390625,-0.011828039924634437,-0.023099198544342503,0.0019697163928938943,,0
2020-01-28,674.8768456496997,675.5031818296184,654.7459935025485,658.3919067382812,24532236,15363.349609375,-15.56793212890625,-0.023099198544342503,-125.900390625,-0.00812824317671934,0.005503707069179908,-0.014970955367623162,1.1391115476543094,0
2020-01-29,659.4208095162297,668.5244541677285,654.9472866809749,662.0155029296875,24746565,15451.900390625,3.62359619140625,0.005503707069179908,88.55078125,0.0057637678957696,-0.024394314016865537,-0.000260060826589692,1.0621783712869113,0
2020-01-30,661.6352849574768,661.9484232186644,644.1885326054595,645.8660888671875,22402689,15244.7998046875,-16.1494140625,-0.024394314016865537,-207.1005859375,-0.013402920074682356,-0.02223387737706095,-0.01099139394218318,0.6305350308097296,0
